app_name,slowest_time,slowest_fpga,fastest_time,fastest_fpga,speedup
cl_array_partition,5.518835004100001,u280_hbm,5.0902372699,u280_ddr,1.0841999520797232
cl_burst_rw,1.2771422219000002,u280_ddr,1.1016577362,u50_hbm,1.1592912934150557
cl_dataflow_func,0.5527010746,u280_ddr,0.4182831073999999,u50_hbm,1.3213564325739253
cl_dataflow_subfunc,0.5436497278999999,u280_ddr,0.4266549537999998,u280_hbm,1.2742140295289832
cl_helloworld,0.8162257649,u280_ddr,0.6635747138,u50_hbm,1.230043502148891
cl_lmem_2rw,0.8206154105,u280_ddr,0.7019556645999999,u50_hbm,1.1690416530331966
cl_loop_reorder,1.7409883013,u280_ddr,1.5831562823,u280_hbm,1.0996945284332273
cl_partition_cyclicblock,12.780316657200002,u280_hbm,11.4044015896,u50_hbm,1.1206477215652189
cl_shift_register,57.969247388999996,u280_ddr,57.969247388999996,u280_ddr,1.0
cl_systolic_array,3.7896866457000002,u280_hbm,3.7484517239000006,u50_hbm,1.0110005209716553
cl_gmem_2banks,9.3359648883,u280_hbm,9.2892807422,u50_hbm,1.0050255931966743
cl_wide_mem_rw,10.946149162500001,u50_hbm,10.9098477593,u280_hbm,1.0033273977786772
cl_wide_mem_rw_strm,8.031976758099999,u280_hbm,8.031976758099999,u280_hbm,1.0
cl_wide_mem_rw_2x,16.9954895031,u280_ddr,13.148153640999999,u50_hbm,1.2926141545914722
cl_wide_mem_rw_4x,17.5145854739,u280_ddr,15.0604277656,u50_hbm,1.1629540506084175
